city_ascii,city,country
Otaru,Otaru,Japan
Goth Tando Sumro,Goth Tando Sumro,Pakistan
Rajpura,Rajpura,India
Kaposvar,Kaposvar,Hungary
Broken Arrow,Broken Arrow,United States
Higashiomi,Higashiomi,Japan
Brovary,Brovary,Ukraine
Santa Lucia,Santa Lucia,Venezuela
Mawanella,Mawanella,Sri Lanka
Kuningan,Kuningan,Indonesia
Carora,Carora,Venezuela
Madhavaram,Madhavaram,India
Laoag,Laoag,Philippines
Tangjia,Tangjia,China
Champdani,Champdani,India
Oshu,Oshu,Japan
Zahle,Zahle,Lebanon
Mahasamund,Mahasamund,India
Habikino,Habikino,Japan
Kamyshin,Kamyshin,Russia
Campo Largo,Campo Largo,Brazil
Shujalpur,Shujalpur,India
Doncaster,Doncaster,United Kingdom
Dolgoprudnyy,Dolgoprudnyy,Russia
Shkoder,Shkoder,Albania
Jena,Jena,Germany
Trincomalee,Trincomalee,Sri Lanka
Subic,Subic,Philippines
Baleraja,Baleraja,Indonesia
Olmaliq,Olmaliq,Uzbekistan
Kawit,Kawit,Philippines
Bou Saada,Bou Saada,Algeria
Pochuta,Pochuta,Guatemala
Hezuo,Hezuo,China
Esteli,Esteli,Nicaragua
Jaen,Jaen,Spain
Araruama,Araruama,Brazil
Dassa-Zoume,Dassa-Zoume,Benin
Costa Mesa,Costa Mesa,United States
Chico,Chico,United States
Baybay,Baybay,Philippines
Corumba,Corumba,Brazil
Nancy,Nancy,France
Kouande,Kouande,Benin
Zhukovskiy,Zhukovskiy,Russia
Nsukka,Nsukka,Nigeria
Sioux City,Sioux City,United States
Ichinoseki,Ichinoseki,Japan
Funchal,Funchal,Portugal
Wythenshawe,Wythenshawe,United Kingdom
Colatina,Colatina,Brazil
Maidstone,Maidstone,United Kingdom
Sutton Coldfield,Sutton Coldfield,United Kingdom
League City,League City,United States
Qalyub,Qalyub,Egypt
Parral,Parral,Mexico
Terni,Terni,Italy
Miami Gardens,Miami Gardens,United States
Tatalon,Tatalon,Philippines
Parintins,Parintins,Brazil
Trier,Trier,Germany
Terrebonne,Terrebonne,Canada
Namur,Namur,Belgium
Changbang,Changbang,China
Pulilan,Pulilan,Philippines
Murom,Murom,Russia
Kalmunai,Kalmunai,Sri Lanka
Sabara Bangou,Sabara Bangou,Niger
Manzini,Manzini,Swaziland
Tondabayashicho,Tondabayashicho,Japan
Pingquan,Pingquan,China
Kazo,Kazo,Japan
Pompano Beach,Pompano Beach,United States
Khardah,Khardah,India
Omuta,Omuta,Japan
Villa Mercedes,Villa Mercedes,Argentina
Jawhar,Jawhar,Somalia
Winterthur,Winterthur,Switzerland
Tuzla,Tuzla,Bosnia and Herzegovina
Tarnow,Tarnow,Poland
Gafsa,Gafsa,Tunisia
Ash Shaykh `Uthman,Ash Shaykh `Uthman,Yemen
Nkpor,Nkpor,Nigeria
Harad,Harad,Saudi Arabia
Khushab,Khushab,Pakistan
Nawada,Nawada,India
Muktsar,Muktsar,India
Basingstoke,Basingstoke,United Kingdom
Kintampo,Kintampo,Ghana
Catalao,Catalao,Brazil
Hounslow,Hounslow,United Kingdom
Ahuachapan,Ahuachapan,El Salvador
Al Ahad al Masarihah,Al Ahad al Masarihah,Saudi Arabia
Puerto Barrios,Puerto Barrios,Guatemala
Fasa,Fasa,Iran
As Salamiyah,As Salamiyah,Syria
Pelabuhanratu,Pelabuhanratu,Indonesia
Los Minas,Los Minas,Dominican Republic
Shinyanga,Shinyanga,Tanzania
Sonsonate,Sonsonate,El Salvador
Masindi,Masindi,Uganda
Kiffa,Kiffa,Mauritania
Betul Bazar,Betul Bazar,India
Nikopol,Nikopol,Ukraine
Ferozepore,Ferozepore,India
Dali,Dali,China
Yenangyaung,Yenangyaung,Myanmar
Quibor,Quibor,Venezuela
Ourinhos,Ourinhos,Brazil
Franceville,Franceville,Gabon
San Buenaventura,San Buenaventura,United States
Socopo,Socopo,Venezuela
Mascara,Mascara,Algeria
Genhe,Genhe,China
Everett,Everett,United States
Montego Bay,Montego Bay,Jamaica
El Centro,El Centro,United States
Ciamis,Ciamis,Indonesia
Caen,Caen,France
Jeonghae,Jeonghae,South Korea
Msaken,Msaken,Tunisia
Baneh,Baneh,Iran
Shirayamamachi,Shirayamamachi,Japan
Itele,Itele,Nigeria
Sugar Land,Sugar Land,United States
Tinaquillo,Tinaquillo,Venezuela
Xishancun,Xishancun,China
Drammen,Drammen,Norway
El Monte,El Monte,United States
Marugame,Marugame,Japan
Bangaon,Bangaon,India
Qal`at Sukkar,Qal`at Sukkar,Iraq
Milton,Milton,Canada
Yoju,Yoju,South Korea
Lewisville,Lewisville,United States
Retalhuleu,Retalhuleu,Guatemala
Tacurong,Tacurong,Philippines
Navapolatsk,Navapolatsk,Belarus
Pisco,Pisco,Peru
Dera Ismail Khan,Dera Ismail Khan,Pakistan
Labe,Labe,Guinea
Altamira,Altamira,Brazil
Cavite City,Cavite City,Philippines
Yevpatoriia,Yevpatoriia,Ukraine
Taitung,Taitung,Taiwan
Itabira,Itabira,Brazil
Malacatan,Malacatan,Guatemala
Al Fqih Ben Calah,Al Fqih Ben Calah,Morocco
Naujan,Naujan,Philippines
Quezon,Quezon,Philippines
Sandacho,Sandacho,Japan
Uitenhage,Uitenhage,South Africa
Aguachica,Aguachica,Colombia
Glan,Glan,Philippines
Carmona,Carmona,Philippines
Bayugan,Bayugan,Philippines
Datia,Datia,India
K'ebri Dehar,K'ebri Dehar,Ethiopia
Sehore,Sehore,India
Medenine,Medenine,Tunisia
Kasserine,Kasserine,Tunisia
Taoyang,Taoyang,China
Gualeguaychu,Gualeguaychu,Argentina
Beja,Beja,Tunisia
Talisay,Talisay,Philippines
Lingayen,Lingayen,Philippines
Labo,Labo,Philippines
Yongju,Yongju,South Korea
West Covina,West Covina,United States
Paleng,Paleng,Indonesia
Temecula,Temecula,United States
Bagu Na Mohra,Bagu Na Mohra,Pakistan
Witbank,Witbank,South Africa
Maxixe,Maxixe,Mozambique
Ban Mangkon,Ban Mangkon,Thailand
Bend,Bend,United States
Mineshita,Mineshita,Japan
Tuxpam de Rodriguez Cano,Tuxpam de Rodriguez Cano,Mexico
Soma,Soma,Turkey
Novoshakhtinsk,Novoshakhtinsk,Russia
Acharnes,Acharnes,Greece
Douliu,Douliu,Taiwan
Sao Mateus,Sao Mateus,Brazil
Botosani,Botosani,Romania
Zilina,Zilina,Slovakia
Balombo,Balombo,Angola
Salisbury,Salisbury,United States
Crawley,Crawley,United Kingdom
Nantang,Nantang,China
Ferizaj,Ferizaj,Kosovo
Ikeda,Ikeda,Japan
Matruh,Matruh,Egypt
St. John's,St. John's,Canada
Sitamarhi,Sitamarhi,India
Salford,Salford,United Kingdom
Mungeli,Mungeli,India
Reus,Reus,Spain
Moortebeek,Moortebeek,Belgium
Taungoo,Taungoo,Myanmar
Cawayan,Cawayan,Philippines
Go Cong,Go Cong,Vietnam
Tadpatri,Tadpatri,India
Moncton,Moncton,Canada
Yasuj,Yasuj,Iran
Tipitapa,Tipitapa,Nicaragua
Alto Hospicio,Alto Hospicio,Chile
Jacksonville,Jacksonville,United States
Islamabad,Islamabad,India
Maramag,Maramag,Philippines
Jalpaiguri,Jalpaiguri,India
Birnin Kebbi,Birnin Kebbi,Nigeria
Gharbara,Gharbara,India
Shamli,Shamli,India
Siauliai,Siauliai,Lithuania
Khemis Sahel,Khemis Sahel,Morocco
Seversk,Seversk,Russia
Dagenham,Dagenham,United Kingdom
El Limon,El Limon,Venezuela
Malate,Malate,Philippines
Inglewood,Inglewood,United States
Villa Krause,Villa Krause,Argentina
Wembley,Wembley,United Kingdom
Sarh,Sarh,Chad
An Nuhud,An Nuhud,Sudan
Kotmale,Kotmale,Sri Lanka
Joyabaj,Joyabaj,Guatemala
Dearborn,Dearborn,United States
Centennial,Centennial,United States
Koszalin,Koszalin,Poland
Tajimi,Tajimi,Japan
Thunder Bay,Thunder Bay,Canada
Delft,Delft,Netherlands
Baia Farta,Baia Farta,Angola
Tagbilaran City,Tagbilaran City,Philippines
Courbevoic,Courbevoic,France
Pavlohrad,Pavlohrad,Ukraine
Emmen,Emmen,Netherlands
Queenstown,Queenstown,South Africa
Chaman,Chaman,Pakistan
Pateros,Pateros,Philippines
Umm Qasr,Umm Qasr,Iraq
Musoma,Musoma,Tanzania
Carmen,Carmen,Philippines
Suriapet,Suriapet,India
Charsadda,Charsadda,Pakistan
Kogon Shahri,Kogon Shahri,Uzbekistan
Shikohabad,Shikohabad,India
Kefar Sava,Kefar Sava,Israel
Alchevsk,Alchevsk,Ukraine
Toufen,Toufen,Taiwan
Morales,Morales,Guatemala
Burbank,Burbank,United States
Manokwari,Manokwari,Indonesia
Bolzano,Bolzano,Italy
Chorzow,Chorzow,Poland
Erdenet,Erdenet,Mongolia
Wa,Wa,Ghana
Launceston,Launceston,Australia
Ejido,Ejido,Venezuela
Chongshan,Chongshan,China
Idku,Idku,Egypt
Kishanganj,Kishanganj,India
Ilebo,Ilebo,Congo (Kinshasa)
Namhkam,Namhkam,Myanmar
Dieppe,Dieppe,Canada
Lujan,Lujan,Argentina
Arzamas,Arzamas,Russia
Moron,Moron,Argentina
Bante,Bante,Benin
Longjiang,Longjiang,China
Maipu,Maipu,Argentina
Edison,Edison,United States
Artem,Artem,Russia
Sparks,Sparks,United States
Tiaong,Tiaong,Philippines
Erechim,Erechim,Brazil
Noyabrsk,Noyabrsk,Russia
Monastir,Monastir,Tunisia
Catbalogan,Catbalogan,Philippines
As Safirah,As Safirah,Syria
Chabahar,Chabahar,Iran
Nakhon Si Thammarat,Nakhon Si Thammarat,Thailand
Ranibennur,Ranibennur,India
Kulob,Kulob,Tajikistan
Salihorsk,Salihorsk,Belarus
Ad Dakhla,Ad Dakhla,Morocco
Jincheng,Jincheng,China
Sandy Springs,Sandy Springs,United States
Raba,Raba,Indonesia
Patos,Patos,Brazil
Mmabatho,Mmabatho,South Africa
Lokossa,Lokossa,Benin
La Banda,La Banda,Argentina
Kemalpasa,Kemalpasa,Turkey
Jamalpur,Jamalpur,India
Son La,Son La,Vietnam
Passos,Passos,Brazil
Nautanwa,Nautanwa,India
Akhmim,Akhmim,Egypt
Bloomington,Bloomington,United States
Logan,Logan,United States
Komatsu,Komatsu,Japan
Aihua,Aihua,China
Roubaix,Roubaix,France
Temoaya,Temoaya,Mexico
Achinsk,Achinsk,Russia
Kailua,Kailua,United States
Mingacevir,Mingacevir,Azerbaijan
Contramaestre,Contramaestre,Cuba
Ciudad Rio Bravo,Ciudad Rio Bravo,Mexico
El Cajon,El Cajon,United States
Vespasiano,Vespasiano,Brazil
Atebubu,Atebubu,Ghana
Khanty-Mansiysk,Khanty-Mansiysk,Russia
Nusaybin,Nusaybin,Turkey
Lo Barnechea,Lo Barnechea,Chile
Azare,Azare,Nigeria
Ariquemes,Ariquemes,Brazil
Paco do Lumiar,Paco do Lumiar,Brazil
Gangawati,Gangawati,India
Hillsboro,Hillsboro,United States
Koutiala,Koutiala,Mali
Kiryu,Kiryu,Japan
Pushkino,Pushkino,Russia
Yelets,Yelets,Russia
Ourense,Ourense,Spain
Ballia,Ballia,India
Binh Long,Binh Long,Vietnam
Tikrit,Tikrit,Iraq
Bulan,Bulan,Philippines
Mirialguda,Mirialguda,India
Playas de Rosarito,Playas de Rosarito,Mexico
Lerma,Lerma,Mexico
Tarim,Tarim,Yemen
Malungun,Malungun,Philippines
Mityana,Mityana,Uganda
Presidente Franco,Presidente Franco,Paraguay
South Fulton,South Fulton,United States
Mazyr,Mazyr,Belarus
Robat Karim,Robat Karim,Iran
Kroonstad,Kroonstad,South Africa
Konotop,Konotop,Ukraine
Kandhkot,Kandhkot,Pakistan
Saint Helens,Saint Helens,United Kingdom
Toride,Toride,Japan
Onojo,Onojo,Japan
Makrana,Makrana,India
Granada,Granada,Nicaragua
Assis,Assis,Brazil
Renton,Renton,United States
Girona,Girona,Spain
Kongolo,Kongolo,Congo (Kinshasa)
Sheopur,Sheopur,India
Sultan Kudarat,Sultan Kudarat,Philippines
Moers,Moers,Germany
Alasehir,Alasehir,Turkey
Liberec,Liberec,Czechia
Yozgat,Yozgat,Turkey
Texcoco,Texcoco,Mexico
Novara,Novara,Italy
Tam Diep,Tam Diep,Vietnam
Tourcoing,Tourcoing,France
Al Faw,Al Faw,Iraq
Balanga,Balanga,Philippines
Ndjamba,Ndjamba,Angola
Mandeville,Mandeville,United States
San Mateo,San Mateo,United States
Columbia,Columbia,United States
Masbate,Masbate,Philippines
Salzgitter,Salzgitter,Germany
Tezpur,Tezpur,India
Berdsk,Berdsk,Russia
Kurichchi,Kurichchi,India
Ngong,Ngong,Kenya
Waterloo,Waterloo,Canada
Worcester,Worcester,United Kingdom
Daly City,Daly City,United States
Tadepallegudem,Tadepallegudem,India
Balti,Balti,Moldova
Wloclawek,Wloclawek,Poland
Maumere,Maumere,Indonesia
Davie,Davie,United States
Masaka,Masaka,Uganda
Nanterre,Nanterre,France
Sergiyev Posad,Sergiyev Posad,Russia
Jurupa Valley,Jurupa Valley,United States
Francistown,Francistown,Botswana
Fugangcun,Fugangcun,China
Olanchito,Olanchito,Honduras
Trindade,Trindade,Brazil
Leme,Leme,Brazil
Roquetas de Mar,Roquetas de Mar,Spain
Inzai,Inzai,Japan
Khak-e `Ali,Khak-e `Ali,Iran
Maldonado,Maldonado,Uruguay
Fulgazi,Fulgazi,Bangladesh
Suruc,Suruc,Turkey
Techiman,Techiman,Ghana
Brajarajnagar,Brajarajnagar,India
Arapongas,Arapongas,Brazil
Villa Luzuriaga,Villa Luzuriaga,Argentina
Aquin,Aquin,Haiti
Chikushino,Chikushino,Japan
Caseros,Caseros,Argentina
San Vicente de Baracaldo,San Vicente de Baracaldo,Spain
Gillingham,Gillingham,United Kingdom
Ginowan,Ginowan,Japan
Tula de Allende,Tula de Allende,Mexico
Brockton,Brockton,United States
Kalamaria,Kalamaria,Greece
Sindangan,Sindangan,Philippines
Lower Hutt,Lower Hutt,New Zealand
Coronel Fabriciano,Coronel Fabriciano,Brazil
Kwai Chung,Kwai Chung,Hong Kong
Kamianets-Podilskyi,Kamianets-Podilskyi,Ukraine
Acailandia,Acailandia,Brazil
Mubende,Mubende,Uganda
Natitingou,Natitingou,Benin
Seguela,Seguela,C̫te d'Ivoire
Longmont,Longmont,United States
Elista,Elista,Russia
Kalyani,Kalyani,India
Kilinochchi,Kilinochchi,Sri Lanka
Paniqui,Paniqui,Philippines
Saijo,Saijo,Japan
Isehara,Isehara,Japan
Dolisie,Dolisie,Congo (Brazzaville)
Negapatam,Negapatam,India
Eastbourne,Eastbourne,United Kingdom
Pazardzhik,Pazardzhik,Bulgaria
Wigan,Wigan,United Kingdom
Rialto,Rialto,United States
Libertad,Libertad,Argentina
San Rafael,San Rafael,Philippines
Thika,Thika,Kenya
Telde,Telde,Spain
Yunfu,Yunfu,China
Buxar,Buxar,India
Dongguazhen,Dongguazhen,China
San German,San German,Puerto Rico
Siegen,Siegen,Germany
Tantoyuca,Tantoyuca,Mexico
Vitry-sur-Seine,Vitry-sur-Seine,France
Biak,Biak,Indonesia
Zomba,Zomba,Malawi
Yishi,Yishi,China
Songea,Songea,Tanzania
Hikkaduwa,Hikkaduwa,Sri Lanka
Eau Claire,Eau Claire,United States
Bouskoura,Bouskoura,Morocco
Lida,Lida,Belarus
Bundi,Bundi,India
Mazatenango,Mazatenango,Guatemala
Hove,Hove,United Kingdom
Nyeri,Nyeri,Kenya
Amaravati,Amaravati,India
Messaad,Messaad,Algeria
Bumba,Bumba,Congo (Kinshasa)
Araxa,Araxa,Brazil
Turlock,Turlock,United States
Woodbridge,Woodbridge,United States
Norwalk,Norwalk,United States
Almirante Tamandare,Almirante Tamandare,Brazil
Sakado,Sakado,Japan
Sao Lourenco da Mata,Sao Lourenco da Mata,Brazil
Yilong,Yilong,China
Itanhaem,Itanhaem,Brazil
Novokuybyshevsk,Novokuybyshevsk,Russia
Bergama,Bergama,Turkey
Highlands Ranch,Highlands Ranch,United States
Soasio,Soasio,Indonesia
Piacenza,Piacenza,Italy
Miryang,Miryang,South Korea
Rishikesh,Rishikesh,India
Tanjungpandan,Tanjungpandan,Indonesia
Houzhuang,Houzhuang,China
Mengdingjie,Mengdingjie,China
Hildesheim,Hildesheim,Germany
Xirdalan,Xirdalan,Azerbaijan
Parang,Parang,Philippines
Satu Mare,Satu Mare,Romania
Nantou,Nantou,Taiwan
Coatepec,Coatepec,Mexico
Sangju,Sangju,South Korea
Santa Rosa,Santa Rosa,Argentina
Mumias,Mumias,Kenya
Bhadreswar,Bhadreswar,India
Guihulngan,Guihulngan,Philippines
Hinche,Hinche,Haiti
Noginsk,Noginsk,Russia
Leuven,Leuven,Belgium
Bethal,Bethal,South Africa
Allen,Allen,United States
Hengnan,Hengnan,China
San Felipe del Progreso,San Felipe del Progreso,Mexico
Nikaia,Nikaia,Greece
Chaguanas,Chaguanas,Trinidad and Tobago
Bahrain,Bahrain,Pakistan
Burzaco,Burzaco,Argentina
Sundarnagar,Sundarnagar,India
Seoni,Seoni,India
Wichita Falls,Wichita Falls,United States
Calasiao,Calasiao,Philippines
Paoy Paet,Paoy Paet,Cambodia
Nga Bay,Nga Bay,Vietnam
Mayari,Mayari,Cuba
Kapurthala,Kapurthala,India
Rio Rancho,Rio Rancho,United States
Mositai,Mositai,China
Sabanalarga,Sabanalarga,Colombia
Dhangadhi,Dhangadhi,Nepal
Igarassu,Igarassu,Brazil
Kashmar,Kashmar,Iran
Aurangabad,Aurangabad,India
Vacaville,Vacaville,United States
Klagenfurt,Klagenfurt,Austria
Delta,Delta,Canada
Chilakalurupet,Chilakalurupet,India
Vasco Da Gama,Vasco Da Gama,India
Spokane Valley,Spokane Valley,United States
Charlottesville,Charlottesville,United States
Chishtian,Chishtian,Pakistan
Sabratah,Sabratah,Libya
Tota,Tota,Benin
Gutersloh,Gutersloh,Germany
Al Jumayl,Al Jumayl,Libya
Boryeong,Boryeong,South Korea
Dhamtari,Dhamtari,India
Jingping,Jingping,China
Deventer,Deventer,Netherlands
Shushtar,Shushtar,Iran
Tavsanli,Tavsanli,Turkey
Teluk Intan,Teluk Intan,Malaysia
Santo Antonio de Jesus,Santo Antonio de Jesus,Brazil
Hong Ngu,Hong Ngu,Vietnam
Oued Zem,Oued Zem,Morocco
Sujangarh,Sujangarh,India
Jeypore,Jeypore,India
Chatham,Chatham,Canada
`Ibri,`Ibri,Oman
Bim Son,Bim Son,Vietnam
Zheleznogorsk,Zheleznogorsk,Russia
Sungai Penuh,Sungai Penuh,Indonesia
Yen Bai,Yen Bai,Vietnam
Itaugua,Itaugua,Paraguay
Balsas,Balsas,Brazil
Santa Cruz,Santa Cruz,Philippines
San Luis de la Paz,San Luis de la Paz,Mexico
Ain Oussera,Ain Oussera,Algeria
Creteil,Creteil,France
Liancheng,Liancheng,China
Kawachinagano,Kawachinagano,Japan
Idaho Falls,Idaho Falls,United States
Kousseri,Kousseri,Cameroon
Mestre,Mestre,Italy
Rades,Rades,Tunisia
Hagere Hiywet,Hagere Hiywet,Ethiopia
Daoukro,Daoukro,C̫te d'Ivoire
Weifen,Weifen,China
Kanoya,Kanoya,Japan
Menifee,Menifee,United States
Oum el Bouaghi,Oum el Bouaghi,Algeria
Ancona,Ancona,Italy
Mporokoso,Mporokoso,Zambia
Solola,Solola,Guatemala
Port Blair,Port Blair,India
Vimmerby,Vimmerby,Sweden
Aboisso,Aboisso,C̫te d'Ivoire
Chanwari,Chanwari,India
Muriae,Muriae,Brazil
Sungailiat,Sungailiat,Indonesia
New Kru Town,New Kru Town,Liberia
Kpalime,Kpalime,Togo
Leer,Leer,South Sudan
Lee's Summit,Lee's Summit,United States
Umuarama,Umuarama,Brazil
Nahiyat al Iskandariyah,Nahiyat al Iskandariyah,Iraq
Kaiserslautern,Kaiserslautern,Germany
Gangtok,Gangtok,India
Diourbel,Diourbel,Senegal
Ahar,Ahar,Iran
Konan,Konan,Japan
Chust,Chust,Uzbekistan
Quincy,Quincy,United States
Masjed Soleyman,Masjed Soleyman,Iran
Geita,Geita,Tanzania
Sumber,Sumber,Indonesia
Mairipora,Mairipora,Brazil
Torbat-e Jam,Torbat-e Jam,Iran
Lamitan,Lamitan,Philippines
Rincon de Romos,Rincon de Romos,Mexico
Red Deer,Red Deer,Canada
Shahrisabz,Shahrisabz,Uzbekistan
Aubervilliers,Aubervilliers,France
Talipao,Talipao,Philippines
San Angelo,San Angelo,United States
Santa Cruz del Quiche,Santa Cruz del Quiche,Guatemala
Lynn,Lynn,United States
Holland,Holland,United States
Zelenodol'sk,Zelenodol'sk,Russia
Formosa,Formosa,Brazil
Nanxicun,Nanxicun,China
Bacabal,Bacabal,Brazil
Pyinmana,Pyinmana,Myanmar
Bamyan,Bamyan,Afghanistan
Kamloops,Kamloops,Canada
Rayleigh,Rayleigh,United Kingdom
Dunedin,Dunedin,New Zealand
Nabire,Nabire,Indonesia
Ramnicu Valcea,Ramnicu Valcea,Romania
Ocotlan,Ocotlan,Mexico
La Libertad,La Libertad,Ecuador
Sisophon,Sisophon,Cambodia
Jinotega,Jinotega,Nicaragua
Viseu,Viseu,Portugal
Santa Fe,Santa Fe,United States
Maribor,Maribor,Slovenia
Ashiya,Ashiya,Japan
Dhulian,Dhulian,India
Bayeux,Bayeux,Brazil
Kohima,Kohima,India
Hemel Hempstead,Hemel Hempstead,United Kingdom
Sopron,Sopron,Hungary
Galle,Galle,Sri Lanka
Zhudong,Zhudong,Taiwan
Ciudad General Belgrano,Ciudad General Belgrano,Argentina
Vista,Vista,United States
Santiago de Compostela,Santiago de Compostela,Spain
Chipata,Chipata,Zambia
San Ramon,San Ramon,Chile
Yashio,Yashio,Japan
Herzliyya,Herzliyya,Israel
Catarman,Catarman,Philippines
Bath,Bath,United Kingdom
Janakpur,Janakpur,Nepal
Tenancingo,Tenancingo,Mexico
San Fernando,San Fernando,Spain
Half Way Tree,Half Way Tree,Jamaica
Inagi,Inagi,Japan
Vi Thanh,Vi Thanh,Vietnam
San Joaquin,San Joaquin,Chile
Isulan,Isulan,Philippines
Colombes,Colombes,France
Petapa,Petapa,Guatemala
Pernik,Pernik,Bulgaria
Sidi Slimane,Sidi Slimane,Morocco
Wangqing,Wangqing,China
Darlington,Darlington,United Kingdom
Gavle,Gavle,Sweden
Sibolga,Sibolga,Indonesia
Fulham,Fulham,United Kingdom
Tumbes,Tumbes,Peru
Arauca,Arauca,Colombia
Levallois-Perret,Levallois-Perret,France
Charikar,Charikar,Afghanistan
La Reina,La Reina,Chile
Orem,Orem,United States
Sepatan,Sepatan,Indonesia
Komae,Komae,Japan
La Marsa,La Marsa,Tunisia
Yishui,Yishui,China
Marmagao,Marmagao,India
San Francisco Solano,San Francisco Solano,Argentina
Zifta,Zifta,Egypt
Kakamega,Kakamega,Kenya
Schwerin,Schwerin,Germany
Sunrise,Sunrise,United States
Labuan,Labuan,Malaysia
Guercif,Guercif,Morocco
Compton,Compton,United States
Cankiri,Cankiri,Turkey
Errachidia,Errachidia,Morocco
Lingtang,Lingtang,China
Yotsukaido,Yotsukaido,Japan
Ceske Budejovice,Ceske Budejovice,Czechia
Arden-Arcade,Arden-Arcade,United States
Rio Gallegos,Rio Gallegos,Argentina
Fenggang,Fenggang,China
Tataouine,Tataouine,Tunisia
Tripunittura,Tripunittura,India
Ludwigsburg,Ludwigsburg,Germany
Wajir,Wajir,Kenya
Ealing,Ealing,United Kingdom
Leogane,Leogane,Haiti
Nisshin,Nisshin,Japan
Xiancun,Xiancun,China
Obu,Obu,Japan
Al Badrashayn,Al Badrashayn,Egypt
Naxcivan,Naxcivan,Azerbaijan
Wimbledon,Wimbledon,United Kingdom
Dong Ha,Dong Ha,Vietnam
Ilion,Ilion,Greece
Netrakona,Netrakona,Bangladesh
Ciudad Lazaro Cardenas,Ciudad Lazaro Cardenas,Mexico
Mtwara,Mtwara,Tanzania
Talkha,Talkha,Egypt
Gjakove,Gjakove,Kosovo
Prizren,Prizren,Kosovo
Binh Hoa,Binh Hoa,Vietnam
Ben Arous,Ben Arous,Tunisia
Watford,Watford,United Kingdom
Monte Chingolo,Monte Chingolo,Argentina
San Isidro,San Isidro,Philippines
Ben Guerir,Ben Guerir,Morocco
Vanadzor,Vanadzor,Armenia
Cisauk,Cisauk,Indonesia
Hastings,Hastings,United Kingdom
Drobeta-Turnu Severin,Drobeta-Turnu Severin,Romania
Al Fujayrah,Al Fujayrah,United Arab Emirates
Los Cerrillos,Los Cerrillos,Chile
Tartu,Tartu,Estonia
Makeni,Makeni,Sierra Leone
Suceava,Suceava,Romania
Amstelveen,Amstelveen,Netherlands
Nea Smyrni,Nea Smyrni,Greece
Hradec Kralove,Hradec Kralove,Czechia
Nuneaton,Nuneaton,United Kingdom
Sirnak,Sirnak,Turkey
Miaoli,Miaoli,Taiwan
South Gate,South Gate,United States
Ciudad de Melilla,Ciudad de Melilla,Spain
Stevenage,Stevenage,United Kingdom
Usti nad Labem,Usti nad Labem,Czechia
Orpington,Orpington,United Kingdom
Magadan,Magadan,Russia
Santa Monica,Santa Monica,United States
Pardubice,Pardubice,Czechia
Bender,Bender,Moldova
Oulad Teima,Oulad Teima,Morocco
Jaffna,Jaffna,Sri Lanka
Queluz,Queluz,Portugal
Aulnay-sous-Bois,Aulnay-sous-Bois,France
Umea,Umea,Sweden
Masvingo,Masvingo,Zimbabwe
Brixton,Brixton,United Kingdom
Edmonton,Edmonton,United Kingdom
Settsu,Settsu,Japan
Ouidah,Ouidah,Benin
Hartlepool,Hartlepool,United Kingdom
Wako,Wako,Japan
Upper Bicutan,Upper Bicutan,Philippines
Cadereyta Jimenez,Cadereyta Jimenez,Mexico
Poitiers,Poitiers,France
Jabalya,Jabalya,Gaza Strip
Westminster,Westminster,United States
Fuengirola,Fuengirola,Spain
Chester,Chester,United Kingdom
Lobnya,Lobnya,Russia
San Leandro,San Leandro,United States
Hemei,Hemei,Taiwan
Solwezi,Solwezi,Zambia
Grand Bourg,Grand Bourg,Argentina
Kalibo,Kalibo,Philippines
San Antonio,San Antonio,Philippines
Ama,Ama,Japan
Abomey,Abomey,Benin
Zhunan,Zhunan,Taiwan
Glyfada,Glyfada,Greece
Kitanagoya,Kitanagoya,Japan
Remedios de Escalada,Remedios de Escalada,Argentina
